Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Newham,E09000025,Upper tier local authority,2020-04-24,7,NA,NA,928,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-24,3,NA,NA,632,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-24,7,NA,NA,881,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-24,10,NA,NA,1108,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-24,4,NA,NA,427,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-24,3,NA,NA,401,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-24,5,NA,NA,626,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-24,5,NA,NA,701,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-24,5,NA,NA,615,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-24,8,NA,NA,867,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-24,5,NA,NA,529,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-24,6,NA,NA,598,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-24,2,NA,NA,595,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-24,6,NA,NA,610,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-24,19,NA,NA,799,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-24,13,NA,NA,1013,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-24,12,NA,NA,1323,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-24,4,NA,NA,561,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-24,14,NA,NA,1007,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-24,9,NA,NA,1319,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-24,5,NA,NA,584,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-24,7,NA,NA,1159,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-24,1,NA,NA,443,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-24,24,NA,NA,743,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-24,8,NA,NA,478,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-24,61,NA,NA,1263,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-24,28,NA,NA,517,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-24,5,NA,NA,223,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-24,46,NA,NA,748,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-24,34,NA,NA,740,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-24,8,NA,NA,835,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-24,3,NA,NA,538,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-24,24,NA,NA,908,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-24,13,NA,NA,689,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-24,6,NA,NA,629,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-24,37,NA,NA,2705,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-24,20,NA,NA,1075,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-24,27,NA,NA,482,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-24,2,NA,NA,439,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-24,14,NA,NA,825,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-24,17,NA,NA,1945,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-24,9,NA,NA,615,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-24,15,NA,NA,388,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-24,10,NA,NA,563,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-24,19,NA,NA,944,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-24,3,NA,NA,741,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-24,15,NA,NA,596,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-24,28,NA,NA,1318,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-24,5,NA,NA,491,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-24,15,NA,NA,579,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-24,10,NA,NA,550,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-24,7,NA,NA,428,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-24,15,NA,NA,761,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-24,8,NA,NA,554,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-24,10,NA,NA,411,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-24,7,NA,NA,564,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-24,24,NA,NA,1008,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-24,15,NA,NA,420,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-24,12,NA,NA,711,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-24,1,NA,NA,292,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-24,2,NA,NA,390,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-24,13,NA,NA,705,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-24,2,NA,NA,451,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-24,3,NA,NA,389,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-24,5,NA,NA,392,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-24,6,NA,NA,458,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-24,5,NA,NA,422,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-24,16,NA,NA,721,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-24,27,NA,NA,771,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-24,37,NA,NA,1218,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-24,10,NA,NA,102,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-24,7,NA,NA,435,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-24,6,NA,NA,268,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-24,2,NA,NA,344,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-24,4,NA,NA,436,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-24,7,NA,NA,347,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-24,4,NA,NA,229,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-24,7,NA,NA,361,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-24,6,NA,NA,437,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-24,3,NA,NA,299,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-24,4,NA,NA,200,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-24,6,NA,NA,584,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-24,2,NA,NA,282,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-24,1,NA,NA,567,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-24,1,NA,NA,190,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-24,7,NA,NA,341,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-24,3,NA,NA,267,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-24,9,NA,NA,322,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-24,6,NA,NA,207,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-24,16,NA,NA,571,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-24,3,NA,NA,201,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-24,18,NA,NA,394,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-24,1,NA,NA,223,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-24,25,NA,NA,241,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-24,17,NA,NA,487,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-24,14,NA,NA,602,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-24,5,NA,NA,446,NA,NA
York,E06000014,Upper tier local authority,2020-04-24,9,NA,NA,242,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-24,20,NA,NA,309,NA,NA
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-24,3,NA,NA,128,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-24,25,NA,NA,487,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-24,24,NA,NA,388,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-24,8,NA,NA,377,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-24,5,NA,NA,289,NA,NA
Warrington,E06000007,Upper tier local authority,2020-04-24,7,NA,NA,558,NA,NA
Halton,E06000006,Upper tier local authority,2020-04-24,2,NA,NA,301,NA,NA
Darlington,E06000005,Upper tier local authority,2020-04-24,8,NA,NA,239,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-24,3,NA,NA,328,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-24,12,NA,NA,289,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-24,9,NA,NA,490,NA,NA
Hartlepool,E06000001,Upper tier local authority,2020-04-24,6,NA,NA,165,NA,NA
England,E92000001,Nation,2020-04-23,2424,2087,337,109741,109330,411
South West,E12000009,Region,2020-04-23,159,NA,NA,5724,NA,NA
South East,E12000008,Region,2020-04-23,364,NA,NA,15753,NA,NA
London,E12000007,Region,2020-04-23,304,NA,NA,23571,NA,NA
East of England,E12000006,Region,2020-04-23,175,NA,NA,9377,NA,NA
West Midlands,E12000005,Region,2020-04-23,297,NA,NA,11760,NA,NA
East Midlands,E12000004,Region,2020-04-23,115,NA,NA,6144,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-23,228,NA,NA,8795,NA,NA
North West,E12000002,Region,2020-04-23,465,NA,NA,17059,NA,NA
North East,E12000001,Region,2020-04-23,195,NA,NA,6823,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-23,13,NA,NA,1041,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-23,28,NA,NA,1019,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-04-23,20,NA,NA,1032,NA,NA
Surrey,E10000030,Upper tier local authority,2020-04-23,50,NA,NA,2400,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-23,26,NA,NA,911,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-23,53,NA,NA,1537,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-23,9,NA,NA,435,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-23,42,NA,NA,1421,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-23,29,NA,NA,997,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-23,28,NA,NA,781,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-23,9,NA,NA,983,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-23,40,NA,NA,1289,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-23,18,NA,NA,758,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-23,13,NA,NA,830,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-23,69,NA,NA,2531,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-23,75,NA,NA,3159,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-23,30,NA,NA,2117,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-23,63,NA,NA,2538,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-23,31,NA,NA,1094,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-23,55,NA,NA,2266,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-23,6,NA,NA,496,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-23,25,NA,NA,630,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-23,11,NA,NA,1058,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-23,31,NA,NA,1693,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-23,9,NA,NA,661,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-23,11,NA,NA,744,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-23,6,NA,NA,578,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-23,6,NA,NA,889,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-23,6,NA,NA,690,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-23,4,NA,NA,586,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-23,9,NA,NA,645,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-23,11,NA,NA,1150,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-23,1,NA,NA,353,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-23,6,NA,NA,648,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-23,9,NA,NA,921,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-23,4,NA,NA,629,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-23,4,NA,NA,874,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-23,19,NA,NA,1098,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-23,5,NA,NA,423,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-23,5,NA,NA,450,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-23,6,NA,NA,398,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-23,6,NA,NA,621,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-23,6,NA,NA,696,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-23,8,NA,NA,610,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-23,11,NA,NA,859,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-23,3,NA,NA,524,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-23,48,NA,NA,592,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-23,6,NA,NA,593,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-23,5,NA,NA,604,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-23,12,NA,NA,780,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-23,9,NA,NA,1000,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-23,23,NA,NA,1311,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-23,8,NA,NA,557,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-23,26,NA,NA,993,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-23,15,NA,NA,1310,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-23,3,NA,NA,579,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-23,11,NA,NA,1152,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-23,3,NA,NA,442,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-23,43,NA,NA,719,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-23,6,NA,NA,470,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-23,46,NA,NA,1202,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-23,10,NA,NA,489,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-23,5,NA,NA,218,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-23,24,NA,NA,702,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-23,15,NA,NA,706,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-23,8,NA,NA,827,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-23,32,NA,NA,535,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-23,18,NA,NA,884,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-23,17,NA,NA,676,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-23,20,NA,NA,623,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-23,53,NA,NA,2668,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-23,20,NA,NA,1055,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-23,16,NA,NA,455,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-23,9,NA,NA,437,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-23,10,NA,NA,811,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-23,14,NA,NA,1928,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-23,12,NA,NA,606,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-23,2,NA,NA,373,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-23,4,NA,NA,553,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-23,23,NA,NA,925,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-23,4,NA,NA,738,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-23,25,NA,NA,581,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-23,19,NA,NA,1290,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-23,20,NA,NA,486,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-23,25,NA,NA,564,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-23,9,NA,NA,540,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-23,5,NA,NA,421,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-23,19,NA,NA,746,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-23,17,NA,NA,546,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-23,11,NA,NA,401,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-23,19,NA,NA,557,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-23,18,NA,NA,984,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-23,18,NA,NA,405,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-23,16,NA,NA,699,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-23,14,NA,NA,291,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-23,7,NA,NA,388,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-23,8,NA,NA,692,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-23,5,NA,NA,449,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-23,2,NA,NA,386,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-23,10,NA,NA,387,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-23,12,NA,NA,452,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-23,10,NA,NA,417,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-23,26,NA,NA,705,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-23,33,NA,NA,744,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-23,46,NA,NA,1181,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-23,10,NA,NA,92,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-23,16,NA,NA,428,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-23,2,NA,NA,262,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-23,4,NA,NA,342,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-23,6,NA,NA,432,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-23,4,NA,NA,340,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-23,4,NA,NA,225,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-23,5,NA,NA,354,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-23,8,NA,NA,431,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-23,10,NA,NA,296,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-23,6,NA,NA,196,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-23,14,NA,NA,578,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-23,4,NA,NA,263,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-23,3,NA,NA,280,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-23,1,NA,NA,566,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-23,10,NA,NA,334,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-23,5,NA,NA,182,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-23,7,NA,NA,264,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-23,2,NA,NA,313,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-23,8,NA,NA,201,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-23,13,NA,NA,555,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-23,6,NA,NA,198,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-23,22,NA,NA,376,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-23,4,NA,NA,222,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-23,12,NA,NA,216,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-23,13,NA,NA,470,NA,NA
Rutland,E06000017,Upper tier local authority,2020-04-23,1,NA,NA,19,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-23,17,NA,NA,588,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-23,4,NA,NA,441,NA,NA
York,E06000014,Upper tier local authority,2020-04-23,10,NA,NA,233,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-23,23,NA,NA,289,NA,NA
